%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au4-2500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 {v1,v2,v3,v4,v5,v6}
@attribute V4 {v1,v2,v3,v4}
@attribute V5 numeric
@attribute V6 {v1,v2,v3}
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 {v1,v2,v3,v4}
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2,v3}
@attribute V13 {v1,v2}
@attribute V14 {v1,v2,v3,v4,v5}
@attribute V15 {v1,v2,v3,v4,v5,v6}
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 {v1,v2}
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 {v1,v2,v3,v4}
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 {v1,v2,v3,v4,v5,v6}
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 {v1,v2,v3,v4,v5}
@attribute V38 {v1,v2,v3,v4}
@attribute V39 {v1,v2,v3,v4,v5}
@attribute V40 {v1,v2}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 {v1,v2,v3,v4,v5}
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {v1,v2,v3,v4,v5,v6}
@attribute V48 {v1,v2,v3}
@attribute V49 {v1,v2,v3,v4,v5,v6}
@attribute V50 numeric
@attribute V51 {v1,v2,v3,v4,v5}
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {v1,v2,v3,v4,v5}
@attribute V56 {v1,v2,v3,v4,v5}
@attribute V57 {v1,v2,v3}
@attribute V58 {v1,v2,v3}
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 {v1,v2,v3,v4,v5}
@attribute V65 numeric
@attribute V66 {v1,v2}
@attribute V67 numeric
@attribute V68 {v1,v2,v3,v4,v5}
@attribute V69 {v1,v2,v3,v4}
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {v1,v2,v3,v4,v5}
@attribute V80 numeric
@attribute V81 {v1,v2,v3,v4}
@attribute V82 numeric
@attribute V83 {v1,v2,v3}
@attribute V84 {v1,v2}
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 {v1,v2,v3,v4,v5,v6}
@attribute V90 {v1,v2,v3}
@attribute V91 numeric
@attribute V92 {v1,v2}
@attribute V93 {v1,v2}
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {v1,v2,v3,v4,v5}
@attribute V97 {v1,v2,v3}
@attribute V98 {v1,v2,v3,v4,v5,v6}
@attribute V99 {v1,v2}
@attribute V100 {v1,v2,v3,v4,v5}
@attribute Class {class1,class2,class3}

@data
0,4,v6,v2,0.05,v3,0,1,v1,1,34038,v3,v1,v2,v3,0.53,441,33.4,v2,32,76.6,0.919,285,0,v3,1,281,4,0.936,796,v1,0.596,631,v1,5248,0.587,v4,v2,v4,v1,3,6796,2,v2,8.3,0,v5,v2,v5,1,v5,1,3.71,1,v1,v3,v1,v2,62969,6352,47.5,1,31.7,v4,2,v2,17846,v3,v3,5.58,2,6127,0.54,2601,1,70,81.3,5,v3,1,v4,4.06,v3,v1,43.8,7.96,1,491,v3,v1,0,v2,v2,1,5555,v4,v3,v5,v2,v5,class2
0,4,v4,v4,0.45,v1,0,1,v1,0,56758,v2,v2,v4,v2,0.49,899,34.1,v1,37,67.3,0.922,247,4,v1,0,388,1,0.922,556,v2,0.537,649,v4,6633,0.269,v3,v3,v2,v1,3,6118,2,v1,7.32,0,v5,v3,v4,1,v5,1,4.99,1,v5,v3,v1,v1,59284,6520,47.3,0,29.8,v3,0,v1,19995,v4,v2,6.58,2,6852,0.5,4591,0,83,79.3,3,v5,1,v4,6.32,v3,v2,56.1,4.54,3,725,v5,v1,1,v2,v2,0,5196,v2,v1,v3,v1,v4,class1
0,1,v6,v3,0.08,v2,1,0,v1,0,71917,v1,v1,v2,v2,0.27,904,33.3,v1,57,70.8,0.958,185,1,v2,1,397,4,0.93,712,v1,0.533,657,v3,5631,0.796,v2,v1,v1,v1,2,5610,4,v3,7.67,3,v6,v1,v6,1,v1,2,5.13,0,v2,v1,v1,v2,40729,6890,35.7,1,61.3,v3,1,v1,20224,v3,v4,5.57,0,5810,0.53,7861,0,79,80.8,0,v1,0,v2,4.11,v2,v2,47.5,3.52,0,439,v6,v3,0,v1,v1,0,5853,v5,v1,v1,v1,v4,class2
0,2,v4,v2,0.44,v3,1,2,v1,2,60657,v2,v1,v3,v2,0.35,883,30.2,v1,48,82.5,0.897,265,1,v4,0,430,2,0.936,678,v1,0.656,658,v2,5999,0.525,v3,v2,v2,v1,0,6387,0,v5,7.34,0,v4,v3,v3,1,v5,3,6.06,0,v5,v3,v1,v2,54725,6283,45.6,1,55.2,v3,1,v1,18408,v3,v4,5.57,1,5883,0.51,6023,1,66,81.8,1,v5,0,v4,3.68,v1,v2,44.7,3.62,1,473,v3,v2,2,v1,v2,1,5397,v4,v1,v2,v1,v2,class1
1,3,v6,v4,0.26,v2,1,1,v1,0,36672,v3,v1,v4,v3,0.39,512,29.2,v2,45,66.6,0.948,270,0,v1,1,403,3,0.936,881,v1,0.615,599,v3,5127,0.153,v1,v3,v4,v2,2,7358,1,v1,7.38,3,v1,v2,v4,1,v2,2,3.75,0,v3,v4,v1,v2,63533,6352,86.5,1,29,v1,0,v1,19690,v4,v4,5.57,1,6352,0.72,2616,2,65,79.2,5,v3,1,v3,3.36,v1,v1,63.2,5.65,0,366,v4,v2,2,v1,v1,0,5740,v1,v2,v4,v2,v2,class2
0,1,v5,v3,0.35,v2,1,1,v3,1,41600,v1,v1,v2,v2,0.49,877,33,v1,50,84.6,0.804,196,2,v3,0,403,4,0.931,830,v1,0.653,648,v6,5032,0.554,v2,v1,v5,v2,1,6246,3,v2,7.61,0,v5,v3,v4,1,v5,0,4.34,0,v4,v2,v2,v2,55378,6376,77.9,0,60.6,v5,1,v1,22439,v1,v1,7.43,1,6453,0.15,4719,2,90,80.9,2,v1,1,v3,3.76,v3,v2,46.5,3.74,3,467,v3,v1,0,v2,v1,0,5167,v4,v2,v2,v2,v5,class2
1,2,v6,v3,0.04,v2,0,1,v1,0,72023,v3,v1,v2,v2,0.48,310,37.2,v2,44,77.7,0.826,206,2,v1,0,464,2,0.916,829,v1,0.613,648,v2,4614,0.693,v3,v1,v1,v2,2,6402,1,v4,8.52,0,v1,v2,v2,1,v5,3,6.28,1,v4,v3,v1,v2,72089,6415,51.2,0,51.7,v5,2,v1,15765,v5,v1,7.42,1,7360,0.5,4702,2,71,82,5,v1,1,v3,6.8,v3,v2,45.3,3.59,0,451,v5,v2,0,v2,v1,1,5285,v4,v1,v6,v1,v5,class1
0,1,v2,v4,0.39,v2,1,2,v2,3,39496,v1,v1,v3,v4,0.25,346,36.3,v1,59,80.2,0.944,253,3,v2,1,448,2,0.933,876,v1,0.567,646,v1,4056,0.927,v5,v4,v1,v2,2,7270,3,v1,8.54,3,v6,v3,v6,2,v2,0,5.71,0,v3,v4,v1,v3,65051,6940,17.3,1,31.4,v4,0,v1,16106,v2,v2,5.57,2,6826,0.63,2489,2,78,80.8,1,v4,1,v4,4.25,v3,v2,45.6,7.87,3,655,v4,v3,1,v2,v2,0,5144,v5,v3,v6,v1,v1,class1
0,0,v3,v2,0.15,v2,0,1,v4,3,40421,v2,v2,v5,v2,0.26,903,29.4,v2,59,79.9,0.909,257,1,v3,1,360,3,0.909,753,v1,0.462,633,v6,6459,0.772,v4,v1,v5,v2,3,6400,0,v2,8.22,3,v4,v2,v4,0,v3,1,7.19,1,v1,v4,v1,v2,54439,5869,49.2,1,60.3,v4,2,v2,20333,v4,v1,7.36,0,6852,0.68,7210,2,92,81.3,2,v4,1,v4,5.44,v1,v1,62.9,7.79,2,461,v1,v1,0,v1,v2,0,5869,v4,v3,v3,v1,v1,class1
1,2,v6,v3,0.23,v2,0,1,v2,3,85535,v1,v2,v3,v4,0.27,596,33.3,v2,34,71.8,0.828,255,4,v4,1,334,1,0.93,854,v2,0.637,656,v4,4367,0.549,v4,v2,v2,v1,1,6401,3,v1,7.27,3,v2,v2,v5,1,v3,3,6.58,0,v1,v1,v1,v3,49519,6270,85.8,1,34.3,v5,2,v1,19946,v5,v4,6.63,0,6974,0.31,2577,1,79,83.3,5,v5,1,v3,5.27,v3,v1,45.3,7.62,1,472,v5,v3,2,v2,v2,1,5181,v4,v1,v1,v2,v2,class1
0,1,v1,v3,0.4,v1,1,1,v4,1,79247,v2,v1,v3,v3,0.25,766,33.4,v1,40,77.6,0.813,236,3,v4,1,468,0,0.941,857,v1,0.62,593,v3,3998,0.363,v1,v4,v1,v2,1,6364,1,v2,7.8,1,v1,v2,v6,1,v5,2,6.37,1,v1,v4,v2,v1,52434,6890,25.8,0,30.7,v5,1,v1,20161,v2,v3,6.62,2,6585,0.15,3679,1,80,79.4,3,v5,0,v3,5.07,v3,v1,46.4,3.57,2,663,v2,v2,1,v1,v2,1,6084,v1,v2,v6,v2,v1,class1
0,1,v6,v1,0.48,v1,1,3,v3,2,35411,v3,v2,v3,v4,0.3,876,32.1,v1,47,81.9,0.943,226,3,v4,0,473,4,0.935,780,v1,0.667,652,v4,5298,0.538,v5,v2,v3,v1,2,6401,2,v3,8.3,0,v2,v1,v6,0,v2,1,6.96,0,v3,v2,v3,v1,52882,6352,41.6,0,52.7,v3,2,v2,17676,v3,v1,6.96,3,7342,0.15,7025,0,62,84.1,5,v4,0,v1,5.44,v1,v2,45.7,4.41,3,414,v2,v1,1,v2,v2,1,5174,v4,v1,v5,v1,v2,class2
1,0,v5,v3,0.04,v3,1,1,v3,2,83693,v1,v2,v2,v4,0.25,801,35.6,v2,53,68.6,0.868,238,2,v3,1,449,1,0.919,666,v1,0.576,649,v4,4038,0.172,v5,v4,v1,v2,2,6399,4,v4,8.4,3,v6,v2,v4,2,v4,1,6.69,0,v5,v4,v3,v2,53932,6186,50.6,1,60.2,v4,2,v2,22281,v5,v4,6.72,3,7349,0.61,2878,1,68,81.5,3,v4,1,v1,5.79,v2,v2,44.6,7.41,0,456,v4,v2,1,v2,v2,1,5657,v5,v2,v3,v1,v1,class1
0,2,v1,v1,0.49,v3,0,1,v1,1,46148,v2,v2,v1,v5,0.48,827,37.2,v2,49,76.7,0.928,246,1,v4,1,405,0,0.923,867,v2,0.6,646,v6,6499,0.867,v3,v1,v5,v1,1,7380,1,v1,7.64,1,v1,v2,v3,0,v4,1,5.7,0,v2,v1,v3,v2,53408,6979,63.8,0,49.2,v5,2,v2,18427,v5,v4,7,3,6192,0.43,6085,0,64,79.3,4,v1,1,v1,5.74,v2,v1,44.6,4.27,3,513,v2,v1,0,v2,v2,0,5118,v2,v2,v2,v1,v1,class1
1,3,v2,v1,0.36,v3,1,1,v4,3,35646,v1,v1,v4,v5,0.53,643,33.4,v1,51,67.9,0.937,268,1,v4,0,468,2,0.933,877,v1,0.615,617,v6,4008,0.573,v1,v4,v3,v2,3,7096,0,v3,8.72,1,v2,v1,v2,1,v1,3,4.91,1,v2,v1,v2,v3,65210,6801,64.3,0,61,v1,0,v2,22078,v1,v2,5.58,3,6897,0.15,2713,2,93,79.3,1,v5,1,v3,3.62,v2,v1,54.3,7.58,3,440,v4,v1,2,v1,v1,0,5094,v3,v1,v5,v1,v1,class1
1,4,v2,v4,0.23,v2,0,1,v2,1,95143,v2,v1,v2,v3,0.44,686,37.2,v2,60,69.6,0.876,272,3,v4,1,442,3,0.928,549,v1,0.629,646,v3,4034,0.348,v1,v4,v3,v2,2,6113,4,v3,7.94,2,v4,v2,v3,0,v3,2,5.02,0,v2,v1,v3,v1,45372,6410,23.9,1,30.5,v3,1,v1,20110,v4,v4,6.88,3,5934,0.35,2830,0,64,79.4,2,v4,0,v4,4.07,v1,v2,43.7,3.92,0,804,v1,v1,2,v1,v2,0,5771,v3,v3,v6,v1,v5,class1
1,2,v1,v1,0.04,v2,0,1,v2,2,32343,v3,v2,v2,v3,0.26,881,25,v1,31,71.4,0.807,203,2,v4,0,384,0,0.941,877,v1,0.618,658,v5,5232,0.565,v3,v1,v1,v2,3,6202,1,v1,7.45,3,v1,v2,v4,0,v2,1,6.95,1,v1,v3,v1,v2,41644,5940,48.8,0,31.2,v1,1,v2,15937,v5,v1,5.58,1,6644,0.15,2412,1,62,81.5,5,v5,1,v3,3.78,v2,v2,56.7,3.44,3,656,v3,v2,1,v1,v1,0,5554,v2,v2,v6,v2,v1,class3
0,0,v5,v4,0.15,v2,0,3,v1,2,72136,v2,v2,v5,v1,0.35,328,33.3,v1,27,73.1,0.947,280,3,v1,0,397,3,0.917,675,v2,0.609,649,v4,4057,0.143,v1,v2,v3,v2,1,6381,4,v1,7.45,1,v4,v1,v6,1,v5,2,4.4,1,v2,v2,v2,v1,54438,6310,72.4,1,34.1,v1,0,v2,16461,v2,v3,5.57,0,7129,0.47,4155,0,88,79.6,5,v3,0,v4,4.07,v3,v1,44.5,4.43,0,695,v4,v3,0,v2,v2,0,5689,v2,v1,v3,v2,v2,class2
0,4,v2,v1,0.08,v1,1,0,v4,1,71918,v3,v2,v2,v5,0.5,854,26.5,v1,46,75.4,0.941,266,2,v2,1,425,0,0.932,704,v2,0.486,639,v5,4035,0.557,v1,v1,v3,v2,3,7120,4,v1,7.4,1,v5,v1,v1,1,v1,1,6.9,0,v4,v5,v3,v2,48748,5854,43.7,0,36.7,v3,2,v1,14438,v4,v2,7.5,2,6948,0.15,3918,2,69,79.5,5,v3,0,v2,6.44,v1,v2,43.9,3.79,0,473,v3,v3,2,v2,v1,1,5575,v5,v1,v3,v2,v3,class1
1,0,v6,v4,0.04,v3,0,2,v1,2,42392,v3,v2,v1,v3,0.26,772,31,v2,28,66.4,0.915,236,1,v4,1,359,1,0.943,762,v2,0.588,606,v6,5412,0.724,v2,v2,v4,v1,2,6177,2,v3,7.61,3,v1,v1,v2,0,v2,2,4.78,1,v5,v4,v2,v3,71802,5698,52.3,1,60.7,v3,2,v2,13121,v4,v2,7.03,3,5883,0.15,2988,1,74,79.2,5,v1,0,v4,6.36,v3,v2,51.7,7.94,2,672,v6,v3,1,v1,v1,0,5604,v1,v2,v2,v1,v2,class2
0,2,v1,v3,0.42,v3,0,3,v1,1,71943,v2,v1,v3,v2,0.14,844,34.7,v2,39,72.3,0.908,213,3,v1,1,464,2,0.934,545,v1,0.609,650,v5,5284,0.205,v5,v2,v3,v2,2,6402,0,v1,7.88,2,v3,v1,v5,0,v2,3,3.71,1,v1,v2,v3,v2,55714,5890,78.2,0,30.6,v1,2,v1,20278,v5,v1,6.74,0,6573,0.17,2549,0,72,81.8,1,v5,0,v3,3.35,v2,v1,46.3,7.84,2,459,v6,v2,2,v2,v1,0,5542,v1,v2,v4,v1,v3,class3
0,2,v2,v4,0.04,v3,0,2,v3,3,71928,v3,v1,v4,v3,0.31,524,25.8,v1,33,81.6,0.933,248,1,v1,1,430,3,0.938,845,v1,0.529,655,v1,5310,0.64,v3,v1,v5,v2,0,6400,4,v4,7.96,0,v2,v2,v1,0,v1,2,3.67,1,v1,v2,v2,v2,71156,6277,60.1,0,30.2,v4,2,v2,19973,v3,v3,5.57,3,6384,0.67,3749,2,69,79.2,4,v4,0,v4,6.49,v1,v2,58.3,6.83,1,452,v6,v2,1,v1,v1,0,5209,v1,v3,v3,v1,v4,class2
0,3,v2,v2,0.27,v3,0,2,v3,3,43721,v1,v2,v1,v5,0.39,316,36,v1,30,68.8,0.888,259,2,v1,1,438,0,0.91,880,v1,0.636,600,v3,5271,0.756,v4,v2,v2,v2,2,6304,1,v1,7.8,3,v5,v1,v4,2,v3,2,6.87,0,v1,v2,v1,v2,51292,6360,37.6,0,33.4,v4,0,v1,16072,v1,v2,6.16,0,7222,0.53,2575,2,89,79.2,1,v4,0,v4,5.06,v1,v1,46.5,6.83,2,382,v5,v2,1,v2,v1,0,5518,v1,v1,v3,v1,v1,class2
0,2,v1,v3,0.04,v1,0,1,v4,2,36034,v3,v2,v2,v2,0.41,852,27.3,v2,44,73,0.86,249,2,v2,0,315,0,0.91,680,v1,0.616,648,v6,4701,0.893,v1,v4,v3,v1,0,6330,1,v2,8.49,2,v3,v2,v3,0,v5,0,6.06,1,v5,v4,v2,v2,70664,6273,50.2,1,31.3,v3,0,v2,17627,v5,v2,6.79,3,6919,0.67,3245,1,93,79,2,v3,0,v1,5.43,v2,v1,46.4,5.16,2,658,v1,v2,2,v2,v1,1,6019,v3,v2,v4,v1,v1,class1
1,0,v1,v1,0.26,v1,1,1,v2,3,49103,v2,v1,v1,v1,0.35,884,28,v1,66,80.9,0.932,237,0,v1,0,401,1,0.922,755,v2,0.677,647,v2,4746,0.482,v5,v4,v3,v2,3,5570,2,v5,8.77,0,v5,v1,v5,0,v5,0,4.42,0,v1,v1,v3,v1,46139,6152,43.6,1,61,v1,2,v2,20080,v1,v2,6.95,0,6352,0.39,5933,1,66,84.2,4,v3,1,v4,3.64,v1,v2,43.9,7.79,0,439,v2,v1,2,v1,v1,0,5913,v1,v3,v4,v1,v4,class1
0,2,v1,v4,0.39,v1,1,0,v4,3,54825,v1,v2,v3,v4,0.18,804,31.1,v2,38,71.1,0.865,203,4,v4,0,455,2,0.942,827,v2,0.631,656,v1,5268,0.171,v4,v4,v2,v1,3,6267,2,v4,7.77,3,v2,v2,v4,0,v1,2,6.58,0,v3,v2,v1,v2,51617,6664,45.6,1,50.3,v1,2,v1,18170,v2,v1,6.87,1,6877,0.17,2283,1,87,84.5,3,v1,1,v2,6.99,v2,v2,61.6,4.31,1,487,v5,v1,0,v2,v2,1,5775,v5,v2,v1,v1,v1,class2
1,1,v4,v2,0.48,v2,0,3,v3,2,72103,v1,v2,v5,v1,0.17,573,24.3,v1,31,72.1,0.905,245,3,v3,0,434,1,0.935,678,v1,0.579,652,v5,5284,0.147,v3,v3,v5,v1,0,6119,4,v1,7.72,1,v1,v2,v3,2,v4,2,6.39,0,v3,v2,v3,v2,72122,5705,38.5,1,31.2,v3,2,v2,17328,v5,v4,6.68,0,6575,0.4,2415,0,69,81.4,4,v3,0,v4,5.81,v2,v2,47.1,7.84,2,438,v3,v3,2,v2,v1,0,5094,v3,v2,v6,v2,v2,class1
0,3,v5,v3,0.04,v3,1,3,v3,3,36577,v2,v1,v2,v4,0.48,762,30.5,v1,42,72.7,0.896,286,2,v4,0,472,2,0.932,606,v2,0.536,656,v2,5199,0.227,v5,v1,v4,v1,0,6110,1,v1,8.71,0,v4,v2,v4,1,v5,0,7.13,0,v5,v4,v1,v1,67507,6382,73,0,42.4,v4,2,v2,21171,v2,v4,6.63,3,7058,0.66,5325,1,71,83.1,3,v2,0,v4,4.13,v1,v1,48.4,7.8,0,381,v1,v3,0,v1,v1,0,5750,v1,v1,v2,v1,v2,class1
1,2,v1,v2,0.05,v2,1,1,v1,1,71920,v3,v1,v5,v2,0.29,464,25.4,v2,40,73,0.93,264,4,v2,1,388,4,0.934,841,v1,0.608,656,v4,5251,0.565,v4,v4,v4,v1,2,5684,4,v3,8.64,1,v4,v1,v2,1,v4,0,6.87,1,v2,v5,v1,v1,71000,5913,85.8,1,30.2,v4,1,v1,18158,v4,v2,5.58,1,6829,0.15,4252,1,67,83.3,3,v2,1,v3,3.8,v3,v2,43.6,4.93,3,407,v3,v2,0,v1,v1,1,5653,v5,v2,v5,v2,v1,class1
0,2,v4,v4,0.21,v1,0,0,v4,0,72215,v2,v1,v5,v6,0.45,428,25.3,v1,55,73.4,0.932,247,1,v3,1,465,2,0.942,587,v1,0.595,654,v2,3980,0.476,v1,v4,v2,v2,1,6063,2,v3,7.41,1,v2,v3,v1,1,v2,0,7.24,1,v4,v4,v1,v3,50960,7115,51.7,1,51.7,v2,0,v2,16535,v1,v1,5.57,3,6977,0.62,4820,2,68,81.2,0,v4,0,v1,6.42,v1,v1,46,7.57,1,453,v6,v1,1,v2,v2,0,5277,v5,v1,v3,v2,v2,class2
0,0,v2,v3,0.41,v2,1,1,v3,2,71962,v2,v2,v4,v2,0.43,809,29.8,v1,54,83.1,0.928,235,4,v4,1,289,0,0.94,881,v1,0.449,595,v4,5292,0.893,v3,v4,v3,v2,0,6075,1,v2,8.67,0,v3,v3,v1,2,v4,1,4.9,1,v1,v2,v1,v3,53047,5895,34.3,0,30.4,v1,0,v2,20090,v2,v3,5.57,3,6560,0.32,8058,1,93,84.1,4,v2,1,v4,4.12,v1,v2,45.5,5.3,0,481,v5,v1,2,v2,v2,0,5693,v4,v3,v4,v2,v5,class1
1,2,v4,v2,0.06,v3,1,2,v2,0,37886,v2,v1,v3,v2,0.2,341,31.2,v2,28,84.1,0.944,251,3,v1,0,398,4,0.91,692,v1,0.49,601,v4,5207,0.82,v5,v3,v5,v1,3,6297,2,v3,7.53,0,v6,v3,v6,0,v5,3,4.94,1,v4,v3,v3,v3,50908,6452,50.5,1,31,v2,1,v2,18154,v3,v2,5.58,3,6037,0.43,6103,0,73,84.4,2,v2,1,v4,6.81,v2,v1,46.5,6.01,0,472,v4,v2,1,v2,v2,1,5585,v3,v1,v3,v2,v3,class2
0,3,v5,v3,0.39,v3,1,0,v4,1,46148,v3,v2,v5,v4,0.57,873,34.2,v1,39,72,0.939,240,2,v2,0,411,2,0.934,729,v2,0.637,605,v1,5029,0.349,v1,v1,v3,v2,3,6228,2,v2,8.7,3,v5,v3,v3,0,v4,2,3.75,1,v5,v5,v1,v3,55188,5696,82.9,1,33.1,v4,1,v1,19591,v4,v3,6.36,2,6105,0.58,2518,2,71,82.1,4,v2,1,v1,5.42,v3,v1,45.8,3.49,2,415,v1,v1,2,v2,v1,0,5483,v1,v3,v3,v2,v2,class2
0,1,v5,v1,0.32,v3,0,3,v1,0,47698,v2,v2,v2,v3,0.25,884,33.3,v1,27,68.6,0.903,273,2,v3,1,322,1,0.933,744,v1,0.609,602,v3,4000,0.319,v4,v1,v5,v1,3,5846,3,v1,8.65,0,v6,v2,v5,0,v2,2,3.8,0,v4,v3,v2,v2,52978,6437,16.5,0,31.4,v2,0,v2,14141,v5,v4,5.57,1,6859,0.15,4040,2,87,79.2,4,v2,1,v3,6.77,v1,v2,52.9,4.34,3,388,v6,v3,1,v2,v1,1,5845,v3,v1,v4,v1,v1,class2
0,2,v6,v4,0.33,v1,1,1,v2,3,34428,v1,v2,v3,v4,0.16,846,35.9,v2,28,84.5,0.958,199,4,v4,0,448,2,0.933,555,v1,0.445,598,v4,4976,0.139,v1,v4,v2,v2,0,6114,4,v5,8.83,3,v4,v1,v2,2,v4,2,7.1,0,v3,v4,v1,v1,54554,6445,51.6,1,60.1,v5,1,v1,20394,v2,v3,6.96,2,6878,0.15,4567,0,84,83,3,v4,1,v2,6.5,v2,v2,44.9,4.98,1,668,v4,v1,1,v1,v1,0,5574,v4,v3,v5,v2,v2,class1
1,3,v4,v3,0.2,v1,1,2,v4,0,74849,v3,v2,v4,v2,0.23,693,29.6,v1,64,75.8,0.929,243,4,v2,1,366,4,0.933,787,v1,0.582,654,v3,4012,0.142,v2,v4,v3,v1,0,5615,4,v1,7.86,0,v4,v2,v5,2,v5,1,6.64,1,v5,v5,v1,v1,43873,5917,76.9,1,50.5,v3,1,v1,18041,v3,v3,6.99,1,6863,0.65,4499,0,68,79.2,3,v1,1,v4,6.48,v1,v2,51.2,7.41,3,658,v3,v2,0,v1,v2,0,5134,v5,v3,v1,v1,v4,class1
0,2,v1,v4,0.4,v2,1,2,v4,3,35501,v3,v2,v2,v2,0.29,613,29.8,v1,28,68.4,0.85,246,1,v3,1,484,0,0.926,791,v2,0.478,648,v6,4044,0.146,v1,v4,v2,v1,2,6366,2,v2,7.81,2,v6,v2,v3,1,v5,0,4.92,1,v3,v1,v2,v2,40771,6470,51.3,0,61.1,v4,1,v2,16082,v5,v3,6.89,2,6979,0.39,3136,1,91,81.9,3,v3,1,v4,5.07,v3,v1,46,3.61,3,365,v2,v2,1,v2,v1,0,5529,v3,v1,v2,v1,v2,class1
